Source Row,Name,URL,Access Status,Access Method,HTTP,Final URL,Page Title,Submit Status,Submit URL,Submit HTTP,Submit Final URL,Auth Required,Needs VPN,Notes,Verified At
223,toolfio.com,https://toolfio.com,OK,DIRECT,200,https://toolfio.com,Best SaaS & AI Tools Directory for Builders | Toolfio,OPEN,https://toolfio.com/submit,200,https://toolfio.com/submit,,,,2026-08-23 12:56 UTC
224,Toolfolio,https://toolfolio.io,OK,DIRECT,200,https://toolfolio.com/,Toolfolio - All the Tools You Need in One Place,OPEN,https://toolfolio.com/boosted-listing,200,https://toolfolio.com/boosted-listing,,,,2026-08-23 12:56 UTC
225,ToolHive,https://toolhive.io,OK,DIRECT,200,https://compliancehive.eu/nl,"Compliance Tooling MKB: AVG, NIS2 & ISO 27001 | ComplianceHive",UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
226,ToolIndex,https://toolindex.co,UNREACHABLE,DIRECT,0,https://toolindex.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
227,ToolRadar,https://toolradar.io,OK,DIRECT,200,https://toolradar.io,toolradar.io,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
228,Tools Cosmos,https://toolcosmos.com,OK,DIRECT,200,https://toolcosmos.com,A Wide-Angle Software Tools Directory Across the Landscape - Tool Cosmos (2026),OPEN,https://toolcosmos.com/get-started,200,https://toolcosmos.com/get-started,,,,2026-08-23 12:56 UTC
229,Tools For Makers,https://toolsformakers.com,OK,DIRECT,200,https://globalpande.ru.com/,GOOD88 - TRẢI NGHIỆM CÁ CƯỢC TẠI GOOD88.COM HOT NHẤT 2025,STALE,https://globalpande.ru.com/submit,404,https://globalpande.ru.com/submit,,,,2026-08-23 12:56 UTC
230,Tools List HQ,https://toolslisthq.com,OK,DIRECT,200,https://toolslisthq.com,"Compare Software Tools by Category, Workflow, and Pricing - Tools List HQ (2026)",OPEN,https://toolslisthq.com/get-started,200,https://toolslisthq.com/get-started,,,,2026-08-23 12:56 UTC
231,Tools Under Radar,https://toolsunderradar.com,OK,DIRECT,200,https://toolsunderradar.com,Underrated Software Tools and Hidden Gems Worth Trying - Tools Under Radar (2026),OPEN,https://toolsunderradar.com/get-started,200,https://toolsunderradar.com/get-started,,,,2026-08-23 12:56 UTC
232,ToolScout,https://toolscout.app,OK,DIRECT,200,https://toolscout.app,"Best AI Tools, SaaS Reviews & Software Guides 2026 | ToolScout",STALE,https://toolscout.app/submit,404,https://toolscout.app/submit,,,,2026-08-23 12:56 UTC
233,Toolspedia,https://toolspedia.io,OK,DIRECT,200,https://toolspedia.io,"ToolsPedia | AI Tools, Apps & Software Directory",OPEN,https://toolspedia.io/submit-tool/,200,https://toolspedia.io/submit-tool/,,,,2026-08-23 12:56 UTC
234,Top Trend Tools,https://toptrendtools.com,OK,DIRECT,200,https://toptrendtools.com,Trending Software Tools Across Work and Productivity - Top Trend Tools (2026),OPEN,https://toptrendtools.com/get-started,200,https://toptrendtools.com/get-started,,,,2026-08-23 12:56 UTC
235,Toshi List,https://toshilist.com,OK,DIRECT,200,https://toshilist.com,Cleanly Curated Software Products for Everyday Discovery - Toshi List (2026),OPEN,https://toshilist.com/get-started,200,https://toshilist.com/get-started,,,,2026-08-23 12:56 UTC
236,Trustiner,https://trustiner.com,OK,DIRECT,200,https://trustiner.com,"Trusted Software Products for Work, Teams, and Operations - Trustiner (2026)",OPEN,https://trustiner.com/get-started,200,https://trustiner.com/get-started,,,,2026-08-23 12:56 UTC
237,Unite List,https://unitelist.com,OK,DIRECT,200,https://unitelist.com,Software Products for Connected Teams and Shared Workflows - Unite List (2026),OPEN,https://unitelist.com/get-started,200,https://unitelist.com/get-started,,,,2026-08-23 12:56 UTC
238,Verified Tools,https://www.verifiedtools.info,OK,DIRECT,200,https://www.verifiedtools.info,Get your tool found — by people and by AI | Verified Tools,OPEN,https://www.verifiedtools.info/submit,200,https://www.verifiedtools.info/submit,,,,2026-08-23 12:56 UTC
239,VerifiedDR,https://verifieddr.com,OK,DIRECT,200,https://verifieddr.com,Find Link Partners. Grow Your Domain Rating. | VerifiedDR,STALE,https://verifieddr.com/submit,404,https://verifieddr.com/submit,,,,2026-08-23 12:56 UTC
240,Viesearch,https://viesearch.com,OK,DIRECT,200,https://viesearch.com,Viesearch - Community Powered Search,OPEN,https://viesearch.com/submit,200,https://viesearch.com/submit,,,,2026-08-23 12:56 UTC
241,We Like Tools,https://weliketools.com,OK,DIRECT,200,https://weliketools.com,Recommended Software Tools Worth Serious Consideration - We Like Tools (2026),OPEN,https://weliketools.com/get-started,200,https://weliketools.com/get-started,,,,2026-08-23 12:56 UTC
242,WebWiki,https://webwiki.com,OK,DIRECT,200,https://www.webwiki.com/,webwiki.com - Webwiki COM,BLOCKED,https://www.webwiki.com/submit,403,https://www.webwiki.com/submit,,Yes,,2026-08-23 12:56 UTC
243,What Launched Today,https://whatlaunched.today,OK,DIRECT,200,https://whatlaunched.today/en,What Launched Today - Discover Latest Startups,AUTH_REQUIRED,https://whatlaunched.today/auth/signup?returnUrl=%2Fdashboard%2Fsubmit,200,https://whatlaunched.today/auth/signup?returnUrl=%2Fdashboard%2Fsubmit,Yes,,,2026-08-23 12:56 UTC
244,TrustMRR,https://trustmrr.com/startup/startup-directory,OK,DIRECT,200,https://trustmrr.com/startup/startup-directory,Startup Directory - $43 last 30 days | TrustMRR,STALE,https://trustmrr.com/submit,404,https://trustmrr.com/submit,,,,2026-08-23 12:56 UTC
245,Fazier,https://fazier.com,OK,DIRECT,200,https://fazier.com,"Fazier – Find your next favourite product, every day.",OPEN,https://fazier.com/submit,200,https://fazier.com/submit,,,,2026-08-23 12:56 UTC
246,Peerlist,https://peerlist.io,OK,DIRECT,200,https://peerlist.io,Peerlist | The Professional Network for builders to show and tell!,STALE,https://peerlist.io/submit,404,https://peerlist.io/submit,,,,2026-08-23 12:56 UTC
247,AIxploria,https://www.aixploria.com,OK,DIRECT,200,https://www.aixploria.com/en/,AI Tools Directory & List of Best Free AI by Category (Top 10) | AIxploria,OPEN,https://www.aixploria.com/en/add-ai/,200,https://www.aixploria.com/en/featured-on-aixploria/#submit,,,,2026-08-23 12:56 UTC
248,LaunchIgniter,https://launchigniter.com,OK,DIRECT,200,https://launchigniter.com,LaunchIgniter - Discover and Launch Amazing Products,OPEN,https://launchigniter.com/submit-directories,200,https://launchigniter.com/submit-directories,,,,2026-08-23 12:56 UTC
249,FoundrList,https://www.foundrlist.com,OK,DIRECT,200,https://www.foundrlist.com,FoundrList — The Social Network for Founders & Startup Builders,OPEN,https://www.foundrlist.com/submit,200,https://www.foundrlist.com/submit,,,,2026-08-23 12:56 UTC
250,Software Advice,https://www.softwareadvice.com,BLOCKED,CLOAK_FAILED,403,https://www.softwareadvice.com/,Just a moment...,BLOCKED,https://www.softwareadvice.com/submit,403,https://www.softwareadvice.com/submit,,Yes,just a moment,2026-08-23 12:56 UTC
251,Appscribed,https://appscribed.com/product-list/,OK,DIRECT,200,https://appscribed.com/submit-ai-tool/,Submit AI Tool - $49 Permanent Listing & Review | Appscribed,OPEN,https://appscribed.com/submit-ai-tool/,200,https://appscribed.com/submit-ai-tool/,,,,2026-08-23 12:56 UTC
